"Company Name","Financial Year",PSU/Non-PSU,"CSR State","CSR Development Sector","CSR Sub Development Sector","Project Amount Spent (In INR Cr.)"
"LESER INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.03
"PRECISION PLASTIC INDUSTRIES PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Poverty, Eradicating Hunger, Malnutrition",0.06
"SOFTDEL SYSTEMS PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.0098954
"SAI FERTILIZERS & PHOSPHATES PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.0051
"SAI FERTILIZERS & PHOSPHATES PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Poverty, Eradicating Hunger, Malnutrition",0.003
"WONDER CARS PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.03
"EASTERN PETROLEUM PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.01
"RAYMOND LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.25
"RAYMOND LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.1
"RAYMOND LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.1
"ALL SERVICES GLOBAL PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.0474581
"ED&F MAN COMMODITIES INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.042
"ED&F MAN COMMODITIES INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.026
"ED&F MAN COMMODITIES INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.03
"ED&F MAN COMMODITIES INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.05
"ED&F MAN COMMODITIES INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.0484
"CORNERSTONE ONDEMAND SERVICES INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.148584
"CORNERSTONE ONDEMAND SERVICES INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.055
"MANTRA RESIDENTIAL AKURDI PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.2665349
"NOURYON CHEMICALS INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.1916363
"WEST PHARMACEUTICAL PACKAGING INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Poverty, Eradicating Hunger, Malnutrition",0.022
"JSW STRUCTURAL METAL DECKING LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.1175
"IIFL FINANCE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.1451
"IIFL FINANCE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.036
"ASIAN PAINTS LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.4998818
"ASIAN PAINTS LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.400035
"INTEL TECHNOLOGY INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Poverty, Eradicating Hunger, Malnutrition",0.23667
"UNWIRED LABS (INDIA) PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.085
"MEDAS ENGGDESIGN PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Poverty, Eradicating Hunger, Malnutrition",0.0135
"MEDAS ENGGDESIGN PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Poverty, Eradicating Hunger, Malnutrition",0.02
"MEDAS ENGGDESIGN PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.02
"GRAVISS FOODS PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Poverty, Eradicating Hunger, Malnutrition",0.1659593
"PERI (INDIA) PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.06
"CMS COMPUTERS INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Poverty, Eradicating Hunger, Malnutrition",0.0552312
"CMS COMPUTERS INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Poverty, Eradicating Hunger, Malnutrition",0.00075
"CMS COMPUTERS INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Poverty, Eradicating Hunger, Malnutrition",0.003
"THE KARUR VYSYA BANK LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.05
"MEGA FINE PHARMA PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.78
"LUX INDUSTRIES LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.6
"GENERAL INDUSTRIAL CONTROLS PVT LTD","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Poverty, Eradicating Hunger, Malnutrition",0.1
"GENERAL INDUSTRIAL CONTROLS PVT LTD","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Poverty, Eradicating Hunger, Malnutrition",0.05
"VISTRA INTERNATIONAL EXPANSION (INDIA) PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.04
"VIDEOJET TECHNOLOGIES (I) PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.2
"VIDEOJET TECHNOLOGIES (I) PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.25
"VIDEOJET TECHNOLOGIES (I) PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.3019
"TRENTON INVESTMENTS COMPANY PVT LTD","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",3.3
"FRANKE FABER INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.14
"FRANKE FABER INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.065197
"VIJIT GLOBAL SECURITIES PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.0051
"VIJIT GLOBAL SECURITIES PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",Sanitation,0.0051
"GNH INDIA PHARMACEUTICALS LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.125
"GROWMORE INVESTMENTS AND DEVELOPERS PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.1
"ACCELYA SOLUTIONS INDIA LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.51025
"KAMSONS POLYMERS LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.4745
"STCI FINANCE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.2649508
"STCI FINANCE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.3
"STCI FINANCE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.196
"STCI FINANCE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.06
"STCI FINANCE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.06
"CAPER INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.075
"CELEBI NAS AIRPORT SERVICES INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.3084776
"CENTAUR PHARMACEUTICALS PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.12
"CENTAUR PHARMACEUTICALS PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.15
"CFM ASSET RECONSTRUCTION PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Poverty, Eradicating Hunger, Malnutrition",0.0374305
"CS PERFORMANCE CHEMICALS PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.04
"MEDIAAGILITY INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Poverty, Eradicating Hunger, Malnutrition",0.33
"VLCC PERSONAL CARE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.3257859
"GIVAUDAN (INDIA) PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Poverty, Eradicating Hunger, Malnutrition",0.5201364
"GIVAUDAN (INDIA) PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.0602729
"SHREE KASHI VISHWANATH INFRA PROJECTS PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.25
"RAJESH CARGO MOVERS (INDIA) PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.04
"HASBRO CLOTHING PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.2
"FG GLASS INDUSTRIES PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.04
"FG GLASS INDUSTRIES PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.188444
"OCEANIC PHARMACHEM PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.01
"CRIF HIGH MARK CREDIT INFORMATION SERVICES PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.23
"ALTA LABORATORIES LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Poverty, Eradicating Hunger, Malnutrition",0.01
"ALTA LABORATORIES LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Poverty, Eradicating Hunger, Malnutrition",0.02
"ALTA LABORATORIES LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Poverty, Eradicating Hunger, Malnutrition",0.06
"ALTA LABORATORIES LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Poverty, Eradicating Hunger, Malnutrition",0.01
"ALTA LABORATORIES LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Poverty, Eradicating Hunger, Malnutrition",0.005
"ALTA LABORATORIES LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Poverty, Eradicating Hunger, Malnutrition",0.005
"GANDHAR OIL REFINERY (INDIA) LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.565291
"GANDHAR OIL REFINERY (INDIA) LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.1
"GANDHAR OIL REFINERY (INDIA) LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.05
"GANDHAR OIL REFINERY (INDIA) LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Poverty, Eradicating Hunger, Malnutrition",0.05
"GANDHAR OIL REFINERY (INDIA) LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.05
"GANDHAR OIL REFINERY (INDIA) LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Poverty, Eradicating Hunger, Malnutrition",0.01
"GANDHAR OIL REFINERY (INDIA) LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",2.8842565
"YASHRAJ BIOTECHNOLOGY LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.29273665
"THE DUKES RETREAT PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.08
"ELLE ELECTRICALS PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.03
"ELLE ELECTRICALS PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.2
"ELLE ELECTRICALS PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.0451
"FOURTH SIGNAL (INDIA) PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.0168
"CORNING TECHNOLOGIES INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Safe drinking water",0.0319308
"WALLEM SHIPMANAGEMENT (INDIA) PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Poverty, Eradicating Hunger, Malnutrition",0.021
"MILAN LABORATORIES (INDIA) PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Poverty, Eradicating Hunger, Malnutrition",0.2241
"MILAN LABORATORIES (INDIA) PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.0018
"EMCO DYNATORQ PRIVATE LIMITED (CN)","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.0111111
"NIHON KOHDEN INDIA PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.167905659
"AUTO HANGAR (INDIA) PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.1
"CREATIVE PROPACK LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.11
"KIRLOSKAR FERROUS INDUSTRIES LTD","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.0073617
"OC SPECIALITIES PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.0737
"OC SPECIALITIES PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Poverty, Eradicating Hunger, Malnutrition",0.05
"OC SPECIALITIES PRIVATE LIMITED","FY 2023-24",Non-PSU,Maharashtra,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation","Health care",0.02666
